"fecha","Count"
2019-01-01,9309.1746031746
2019-01-02,9760.33333333333
2019-01-03,9667.47619047619
2019-01-04,7651.84126984127
2019-01-05,8674.1746031746
2019-01-06,7888.28571428571
2019-01-07,9950.06349206349
2019-01-08,10621.4444444444
2019-01-09,11674.9365079365
2019-01-10,11178.1428571429
2019-01-11,12057.3015873016
2019-01-12,9312.53968253968
2019-01-13,7985.90476190476
2019-01-14,9825.71428571429
2019-01-15,10145.4603174603
2019-01-16,11261.5396825397
2019-01-17,11150.7142857143
2019-01-18,12468.380952381
2019-01-19,10641.9206349206
2019-01-20,8632.92063492063
2019-01-21,10535.1904761905
2019-01-22,10904.2380952381
2019-01-23,11570.8095238095
2019-01-24,9855.61904761905
2019-01-25,9125.98412698413
2019-01-26,9657.7619047619
2019-01-27,7579.46031746032
2019-01-28,5810.79365079365
2019-01-29,9360.55555555555
2019-01-30,8963.88888888889
2019-01-31,9939.73015873016
2019-02-01,11268.3333333333
2019-02-02,7984.46031746032
2019-02-03,5935.79365079365
2019-02-04,9657.09523809524
2019-02-05,10488.1746031746
2019-02-06,9676.74603174603
2019-02-07,10678.3333333333
2019-02-08,11779.5873015873
2019-02-09,9017.04761904762
2019-02-10,8920.25396825397
2019-02-11,9959.15873015873
2019-02-12,9605.14285714286
2019-02-13,11347.6984126984
2019-02-14,12691.4920634921
2019-02-15,13145.4444444444
2019-02-16,10031.0476190476
2019-02-17,8832.46031746032
2019-02-18,10948.5555555556
2019-02-19,11369.9206349206
2019-02-20,11897.9047619048
2019-02-21,11933.6031746032
2019-02-22,13740.7936507937
2019-02-23,10836.2380952381
2019-02-24,9426.69841269841
2019-02-25,11320.0952380952
2019-02-26,12228.9523809524
2019-02-27,12795.380952381
2019-02-28,12301.8412698413
2019-03-01,12467.2063492063
2019-03-02,8745.30158730159
2019-03-03,7281.90476190476
2019-03-04,12386.2380952381
2019-03-05,12905.3015873016
2019-03-06,12798.4603174603
2019-03-07,13616.3174603175
2019-03-08,15166.619047619
2019-03-09,12949.1904761905
2019-03-10,12045.9841269841
2019-03-11,11214.6349206349
2019-03-12,12903.9841269841
2019-03-13,13815.6349206349
2019-03-14,14160.5238095238
2019-03-15,15915.1428571429
2019-03-16,12296.7777777778
2019-03-17,9879.65079365079
2019-03-18,13145.7777777778
2019-03-19,12846.7777777778
2019-03-20,12931.0476190476
2019-03-21,13734.5873015873
2019-03-22,15003.4603174603
2019-03-23,11753.6031746032
2019-03-24,10029.8412698413
2019-03-25,11640.9206349206
2019-03-26,12714.0317460317
2019-03-27,13351.873015873
2019-03-28,14271.619047619
2019-03-29,13366.0476190476
2019-03-30,9698.90476190476
2019-03-31,8425.19047619048
2019-04-01,11344.6984126984
2019-04-02,12690.0793650794
2019-04-03,12376.8888888889
2019-04-04,12816.2222222222
2019-04-05,14125.1746031746
2019-04-06,11854.9682539683
2019-04-07,11027.4444444444
2019-04-08,12378.0952380952
2019-04-09,12713.3968253968
2019-04-10,13260.2063492063
2019-04-11,13866.7301587302
2019-04-12,15601.5396825397
2019-04-13,11969.4920634921
2019-04-14,10313.3174603175
2019-04-15,13003.7936507937
2019-04-16,13315.7619047619
2019-04-17,12957.1587301587
2019-04-18,14413.2857142857
2019-04-19,10983.9047619048
2019-04-20,12770.6349206349
2019-04-21,10548.2063492063
2019-04-22,8474.49206349206
2019-04-23,11571.9206349206
2019-04-24,12710.4603174603
2019-04-25,10409.9682539683
2019-04-26,11329.4761904762
2019-04-27,10019.7301587302
2019-04-28,7434.49206349206
2019-04-29,11191.8888888889
2019-04-30,12193.873015873
2019-05-01,12482.3174603175
2019-05-02,12193.1111111111
2019-05-03,14456.5714285714
2019-05-04,10405.9047619048
2019-05-05,9046.90476190476
2019-05-06,11510.5079365079
2019-05-07,12065.5396825397
2019-05-08,12007.2857142857
2019-05-09,11981.3968253968
2019-05-10,11155.2857142857
2019-05-11,9950.77777777778
2019-05-12,7881.11111111111
2019-05-13,10625.5396825397
2019-05-14,11374.9365079365
2019-05-15,11391.1587301587
2019-05-16,11609.873015873
2019-05-17,13293.2063492063
2019-05-18,10657.8412698413
2019-05-19,8461.49206349206
2019-05-20,10614.9206349206
2019-05-21,11455.8888888889
2019-05-22,11844.1587301587
2019-05-23,12123.3015873016
2019-05-24,12541.6825396825
2019-05-25,9778.77777777778
2019-05-26,8155.19047619048
2019-05-27,10142.5714285714
2019-05-28,11033.4285714286
2019-05-29,10331.3968253968
2019-05-30,11419.6507936508
2019-05-31,12640.4603174603
2019-06-01,10104.6666666667
2019-06-02,7629.2380952381
2019-06-03,9201
2019-06-04,11136.5238095238
2019-06-05,11138.3333333333
2019-06-06,11532.253968254
2019-06-07,13343.4285714286
2019-06-08,10409.7936507937
2019-06-09,9223.57142857143
2019-06-10,7458.69841269841
2019-06-11,10955.1428571429
2019-06-12,9877.14285714286
2019-06-13,11950.2698412698
2019-06-14,13636.7936507937
2019-06-15,11334.8888888889
2019-06-16,8271.39682539683
2019-06-17,11233.2380952381
2019-06-18,10611.8253968254
2019-06-19,11316.9841269841
2019-06-20,11397.4444444444
2019-06-21,13373.8412698413
2019-06-22,10040.9365079365
2019-06-23,7822.93650793651
2019-06-24,10560.5873015873
2019-06-25,11392.9841269841
2019-06-26,12097.8412698413
2019-06-27,12620.8571428571
2019-06-28,14297.8412698413
2019-06-29,9102.88888888889
2019-06-30,9916.46031746032
2019-07-01,11082.1904761905
2019-07-02,11203.9365079365
2019-07-03,12387.9365079365
2019-07-04,12619.380952381
2019-07-05,14926.9523809524
2019-07-06,12384.126984127
2019-07-07,8455.88888888889
2019-07-08,12419.5555555556
2019-07-09,12376.3015873016
2019-07-10,12352.8571428571
2019-07-11,11596.5079365079
2019-07-12,12338.3333333333
2019-07-13,9649.88888888889
2019-07-14,7322.65079365079
2019-07-15,10959.3174603175
2019-07-16,11441.3492063492
2019-07-17,11264.3333333333
2019-07-18,12534.9682539683
2019-07-19,14393.746031746
2019-07-20,11314.5714285714
2019-07-21,9067.55555555555
2019-07-22,11740.0476190476
2019-07-23,11265.3968253968
2019-07-24,12547.3015873016
2019-07-25,12936.4444444444
2019-07-26,13260.5714285714
2019-07-27,12274.2222222222
2019-07-28,10749.7301587302
2019-07-29,12046.9523809524
2019-07-30,12566.8571428571
2019-07-31,13014.9047619048
2019-08-01,12911.9841269841
2019-08-02,14871.3650793651
2019-08-03,11432.6507936508
2019-08-04,9583.68253968254
2019-08-05,12520.5555555556
2019-08-06,12151.3174603175
2019-08-07,12711.0793650794
2019-08-08,12383.3650793651
2019-08-09,12035.3333333333
2019-08-10,9531.73015873016
2019-08-11,8190.06349206349
2019-08-12,11349.4603174603
2019-08-13,12327.126984127
2019-08-14,12897.7936507937
2019-08-15,12961.1904761905
2019-08-16,13673.7619047619
2019-08-17,12788.8253968254
2019-08-18,9065.11111111111
2019-08-19,11516.1111111111
2019-08-20,12061.3650793651
2019-08-21,12650.0158730159
2019-08-22,15187.8888888889
2019-08-23,18313.1428571429
2019-08-24,14983.619047619
2019-08-25,10083.2063492063
2019-08-26,12060.6825396825
2019-08-27,12285.7619047619
2019-08-28,10719.7142857143
2019-08-29,12293.5555555556
2019-08-30,14882.5714285714
2019-08-31,11673.3015873016
2019-09-01,8187.07936507936
2019-09-02,11670.746031746
2019-09-03,12674.1428571429
2019-09-04,12424.5079365079
2019-09-05,12824.253968254
2019-09-06,14192.3650793651
2019-09-07,9764.77777777778
2019-09-08,7419.03174603175
2019-09-09,10924.2063492063
2019-09-10,11940.0317460317
2019-09-11,12419.9047619048
2019-09-12,12439.7301587302
2019-09-13,14508.8888888889
2019-09-14,11270.9523809524
2019-09-15,7607.55555555556
2019-09-16,11429.2063492063
2019-09-17,11453.619047619
2019-09-18,12027.3015873016
2019-09-19,12304
2019-09-20,15545.2380952381
2019-09-21,9392.36507936508
2019-09-22,8562.73015873016
2019-09-23,11150.1904761905
2019-09-24,12030.6031746032
2019-09-25,12992.746031746
2019-09-26,15318.6825396825
2019-09-27,9430.79365079365
2019-09-28,9770.15873015873
2019-09-29,8876.92063492063
2019-09-30,11750.9682539683
2019-10-01,13245.1904761905
2019-10-02,13900.5555555556
2019-10-03,14091.2222222222
2019-10-04,13357.6507936508
2019-10-05,12395.7777777778
2019-10-06,10508.7936507937
2019-10-07,12956.5714285714
2019-10-08,12144.4444444444
2019-10-09,12919.9206349206
2019-10-10,13460.2857142857
2019-10-11,16194.8888888889
2019-10-12,14195.9206349206
2019-10-13,11925.8571428571
2019-10-14,12634.6031746032
2019-10-15,13189.1746031746
2019-10-16,12551.6507936508
2019-10-17,12440.5714285714
2019-10-18,15165.126984127
2019-10-19,10998.0476190476
2019-10-20,9399.69841269841
2019-10-21,12649.7301587302
2019-10-22,13846.3492063492
2019-10-23,14186.3333333333
2019-10-24,13523.0952380952
2019-10-25,13651.6984126984
2019-10-26,9777.77777777778
2019-10-27,8645.42857142857
2019-10-28,12230.746031746
2019-10-29,12930.4761904762
2019-10-30,13260.0317460317
2019-10-31,12692.9047619048
2019-11-01,13175.3968253968
2019-11-02,8364.44444444445
2019-11-03,8145.87301587302
2019-11-04,11071.8571428571
2019-11-05,8401.01587301587
2019-11-06,12325.9682539683
2019-11-07,11565.8571428571
2019-11-08,12661.1587301587
2019-11-09,10353.3650793651
2019-11-10,9180.8253968254
2019-11-11,13082.253968254
2019-11-12,12133.0952380952
2019-11-13,12983.8253968254
2019-11-14,14493.2857142857
2019-11-15,16019.619047619
2019-11-16,12496.6031746032
2019-11-17,10615.253968254
2019-11-18,13450.1428571429
2019-11-19,13935.6507936508
2019-11-20,14704.8412698413
2019-11-21,13157.4603174603
2019-11-22,16024.4285714286
2019-11-23,12772.3492063492
2019-11-24,11217.3015873016
2019-11-25,12837.4444444444
2019-11-26,12379.0158730159
2019-11-27,14103.1904761905
2019-11-28,14985.6666666667
2019-11-29,15883.3968253968
2019-11-30,12412.873015873
2019-12-01,8687.4126984127
2019-12-02,11804.3650793651
2019-12-03,12718.4603174603
2019-12-04,13621.3333333333
2019-12-05,14633.6349206349
2019-12-06,15550.7777777778
2019-12-07,13578.7936507937
2019-12-08,11474.9206349206
2019-12-09,12594.3650793651
2019-12-10,13624.873015873
2019-12-11,13924.380952381
2019-12-12,14346.9682539683
2019-12-13,15587.6507936508
2019-12-14,12787.8888888889
2019-12-15,11214.4761904762
2019-12-16,13776.5873015873
2019-12-17,14204.1428571429
2019-12-18,13726.7936507937
2019-12-19,15118.9206349206
2019-12-20,11964.3333333333
2019-12-21,11912.6666666667
2019-12-22,11844.9047619048
2019-12-23,13995.0952380952
2019-12-24,12941.3968253968
2019-12-25,8390.69841269841
2019-12-26,13633.6984126984
2019-12-27,12691.6349206349
2019-12-28,11269.8412698413
2019-12-29,10546.4126984127
2019-12-30,8530.36507936508
2019-12-31,15082.1904761905
2020-01-01,10853.2380952381
2020-01-02,11627.4603174603
2020-01-03,10777.746031746
2020-01-04,9793.03174603175
2020-01-05,7798.49206349206
2020-01-06,10237.1904761905
2020-01-07,11659.5396825397
2020-01-08,12896.380952381
